BPM,ENERGY,DANCE,LOUD,VALENCE,LENS,ACOUSTIC,STAT
78,41,53,-8,10,151,58,2
78,7,56,-20,9,138,91,2
78,68,66,-9,59,428,27,1
78,51,38,-13,74,331,2,1
78,14,26,-14,14,345,87,1
77,24,83,-14,52,154,72,2
77,9,69,-13,33,154,86,2
77,23,63,-17,27,127,90,2
77,23,63,-17,27,127,90,2
77,24,80,-11,53,166,79,2
77,15,65,-16,18,150,76,2
77,7,63,-29,45,129,61,2
77,36,62,-12,11,125,28,2
77,27,62,-7,55,199,77,2
77,52,64,-9,14,114,37,2
77,29,79,-13,35,156,59,2
77,25,48,-14,8,131,98,2
77,27,70,-16,12,75,62,2
77,27,70,-16,12,75,62,2
77,27,70,-16,12,75,62,2
77,27,70,-16,12,75,62,2
77,27,70,-16,12,75,62,2
77,27,70,-16,12,75,62,2
77,27,70,-16,12,75,62,2
77,29,72,-14,18,75,37,2
77,29,72,-14,18,75,37,2
77,29,72,-14,18,75,37,2
77,29,72,-14,18,75,37,2
77,29,72,-14,18,75,37,2
77,29,72,-14,18,75,37,2
77,29,72,-14,18,75,37,2
77,35,52,-12,17,180,35,2
77,31,53,-14,11,152,95,2
77,51,57,-7,51,484,23,1
77,68,36,-6,20,343,32,1
77,29,55,-17,49,256,33,1
77,18,55,-11,9,212,89,1
77,42,62,-9,22,331,2,1
77,29,59,-11,73,216,57,1
77,17,27,-21,20,139,73,1
77,57,54,-8,73,290,1,1
77,76,60,-7,72,163,71,1
77,70,41,-9,37,309,22,1
77,52,44,-9,18,305,18,1
77,89,69,-6,91,182,9,1
77,13,44,-19,13,239,81,1
76,15,44,-13,21,126,94,2
76,26,52,-17,6,152,95,2
76,26,55,-17,11,114,62,2
76,31,57,-10,16,144,63,2
76,29,61,-15,18,133,92,2
76,39,58,-11,33,120,80,2
76,10,74,-19,48,158,43,2
76,6,39,-11,14,146,89,2
76,22,63,-16,8,143,91,2
76,9,72,-15,78,81,70,2
76,13,59,-16,36,80,79,2
76,36,68,-14,45,78,91,2
76,13,81,-14,59,167,88,2
76,26,55,-12,17,188,91,1
76,55,35,-7,8,286,42,1
76,52,73,-10,95,173,8,1
76,35,61,-14,36,201,50,1
76,57,46,-4,10,239,58,1
76,39,26,-11,12,229,6,1
76,71,52,-7,54,264,25,1
76,5,63,-21,20,301,56,1
76,58,35,-8,11,223,6,1
76,24,18,-15,12,235,42,1
76,77,46,-5,35,234,1,1
76,66,22,-10,32,344,2,1
76,44,31,-7,22,258,41,1
75,9,65,-22,14,154,96,2
75,11,39,-22,10,162,93,2
75,1,49,-28,7,132,79,2
75,1,65,-27,18,188,65,2
75,23,75,-11,13,158,73,2
75,20,66,-16,6,109,94,2
75,4,54,-18,11,150,86,2
75,12,80,-14,34,116,68,2
75,25,82,-9,28,129,88,2
75,26,54,-16,6,189,88,2
75,17,69,-14,16,182,95,2
75,19,81,-13,72,134,51,2
75,28,72,-9,36,141,29,2
75,15,68,-12,26,194,64,2
75,43,57,-10,62,161,47,2
75,30,53,-7,19,130,70,2
75,27,67,-7,7,145,81,2
75,27,53,-18,10,205,70,2
75,19,66,-19,50,78,89,2
75,22,79,-14,50,103,40,2
75,41,75,-9,44,85,78,2
75,34,49,-12,16,97,79,2
75,20,69,-13,34,132,45,2
75,15,64,-12,25,105,35,2
75,32,74,-8,36,121,87,2
75,22,73,-9,27,147,81,2
75,56,75,-12,12,100,17,2
75,13,79,-15,24,80,86,2
75,24,24,-12,14,96,95,2
75,22,78,-11,59,123,34,2
75,27,68,-10,28,141,70,2
75,14,69,-17,37,78,98,2
75,6,70,-24,14,154,94,2
75,35,65,-17,19,162,93,2
75,37,78,-13,17,154,97,2
75,17,73,-16,27,102,92,2
75,34,43,-14,21,102,37,2
75,17,73,-16,27,102,92,2
75,34,43,-14,21,102,37,2
75,17,73,-16,27,102,92,2
75,34,43,-14,21,102,37,2
75,17,73,-16,27,102,92,2
75,34,43,-14,21,102,37,2
75,17,73,-16,27,102,92,2
75,34,43,-14,21,102,37,2
75,17,73,-16,27,102,92,2
75,34,43,-14,21,102,37,2
75,17,73,-16,27,102,92,2
75,34,43,-14,21,102,37,2
75,17,61,-17,12,106,89,2
75,17,61,-17,12,106,89,2
75,17,61,-17,12,106,89,2
75,17,61,-17,12,106,89,2
75,17,61,-17,12,106,89,2
75,17,61,-17,12,106,89,2
75,17,61,-17,12,106,89,2
75,35,61,-14,26,154,31,2
75,50,56,-13,41,102,43,2
75,15,81,-14,54,64,62,2
75,71,60,-4,55,200,39,1
75,55,48,-7,24,253,37,1
75,88,28,-6,60,341,1,1
75,51,36,-9,32,264,6,1
75,38,40,-7,23,277,70,1
75,66,53,-6,76,159,43,1
75,64,37,-6,20,355,0,1
75,92,51,-5,31,272,1,1
75,67,30,-5,68,306,3,1
75,41,52,-13,28,511,20,1
75,53,44,-8,35,247,4,1
75,66,40,-10,51,413,77,1
74,15,59,-20,6,134,95,2
74,13,74,-17,11,95,83,2
74,13,74,-17,11,95,83,2
74,54,57,-9,22,144,77,2
74,6,62,-17,20,143,97,2
74,40,67,-10,16,169,96,2
74,18,70,-13,50,164,89,2
74,9,57,-19,3,158,90,2
74,8,60,-20,14,133,94,2
74,34,53,-18,26,143,79,2
74,16,69,-12,16,172,84,2
74,59,67,-11,11,130,49,2
74,32,61,-14,20,208,98,2
74,47,65,-14,9,82,63,2
74,65,67,-8,67,117,83,2
74,65,62,-7,56,288,57,1
74,42,69,-11,47,193,8,1
74,23,45,-13,13,291,17,1
74,63,46,-7,59,239,9,1
74,30,43,-14,16,278,70,1
74,17,33,-13,10,219,91,1
73,8,62,-18,16,148,93,2
73,28,58,-13,14,188,93,2
73,43,62,-17,27,150,96,2
73,39,49,-12,9,123,92,2
73,28,61,-9,39,214,93,1
73,45,53,-15,29,427,19,1
73,30,36,-15,13,469,86,1
73,26,52,-14,20,213,76,1
73,34,44,-13,30,219,48,1
73,18,26,-10,11,319,84,1
73,25,49,-11,27,202,88,1
72,4,38,-16,16,163,96,2
72,34,73,-12,8,154,88,2
72,10,50,-17,17,153,93,2
72,38,68,-10,37,199,79,2
72,37,71,-13,52,55,90,2
72,87,43,-3,73,214,5,1
72,33,45,-13,27,184,82,1
71,3,78,-18,23,122,90,2
71,53,52,-8,43,146,18,1
71,58,39,-7,38,295,47,1
70,13,79,-9,42,123,88,2
70,4,51,-25,7,149,92,2
70,30,72,-10,26,198,71,2
70,21,78,-10,57,124,91,2
70,18,67,-13,19,157,35,2
70,7,66,-23,56,62,95,2
70,47,67,-10,36,132,19,2
70,13,76,-12,17,131,97,2
70,22,55,-10,20,110,94,2
70,22,55,-10,20,110,94,2
70,22,55,-10,20,110,94,2
70,22,55,-10,20,110,94,2
70,22,55,-10,20,110,94,2
70,22,55,-10,20,110,94,2
70,22,55,-10,20,110,94,2
70,7,74,-23,19,165,64,2
70,35,69,-13,48,111,84,2
70,16,63,-16,10,189,89,2
69,26,84,-14,66,142,54,2
69,21,73,-9,40,145,1,2
69,26,84,-14,66,142,54,2
69,62,59,-6,27,186,2,1
68,2,86,-18,39,156,89,2
68,13,62,-20,27,134,93,2
68,9,71,-17,27,164,96,2
68,37,55,-12,25,131,90,2
68,21,74,-17,31,172,84,2
68,37,59,-14,7,99,51,2
68,37,59,-14,7,99,51,2
68,37,59,-14,7,99,51,2
68,37,59,-14,7,99,51,2
68,37,59,-14,7,99,51,2
68,37,59,-14,7,99,51,2
68,37,59,-14,7,99,51,2
68,72,60,-4,37,242,8,1
68,45,44,-7,24,305,89,1
68,51,33,-9,29,215,40,1
67,3,60,-20,13,136,93,2
67,16,84,-11,29,127,98,2
67,18,63,-19,7,136,88,2
67,21,31,-13,11,271,84,1
67,13,47,-14,36,281,93,1
67,12,16,-18,24,195,88,1
66,11,55,-23,5,200,96,2
66,9,36,-18,19,187,92,1
65,13,61,-13,11,185,93,2
65,44,39,-6,4,141,63,2
65,33,45,-13,4,90,18,2
65,33,45,-13,4,90,18,2
65,33,45,-13,4,90,18,2
65,33,45,-13,4,90,18,2
65,33,45,-13,4,90,18,2
65,33,45,-13,4,90,18,2
65,33,45,-13,4,90,18,2
65,33,31,-9,67,208,5,1
64,46,27,-7,17,179,38,1
63,13,53,-16,58,204,61,1
62,26,59,-17,14,178,90,2
61,19,25,-16,7,171,99,2
61,16,64,-20,14,136,93,2
61,25,49,-14,6,251,41,1
61,36,34,-11,9,312,11,1
60,12,48,-24,6,150,82,2
60,17,35,-9,18,166,91,2
60,22,23,-13,18,214,95,1
59,18,63,-12,14,134,85,2
58,40,25,-9,11,245,45,1
49,37,39,-11,51,293,21,1
47,4,52,-16,82,92,88,2
38,18,81,-12,47,100,16,2
37,25,27,-12,13,207,80,1
32,25,56,-10,45,136,46,2
